"","Trial","Value_SS","Delay","Val_prc","Choice","RT","respSide","loopID","realID","Drug","Value_LL","Condition"
"8170",190,20,60,10,1,0.7127,1,39,"Subject_44","2",200,2
"8171",191,20,5,2.5,1,0.7657,0,39,"Subject_44","2",50,2
"8172",192,20,8,1.05,1,0.7449,1,39,"Subject_44","2",21,2
"8173",193,100,30,3,1,0.7344,0,39,"Subject_44","2",300,1
"8174",194,100,3,2.5,1,0.5033,0,39,"Subject_44","2",250,1
"8175",195,20,1,13,1,0.6226,0,39,"Subject_44","2",260,2
"8176",196,20,14,7,1,0.7361,1,39,"Subject_44","2",140,2
"8177",197,20,30,10,1,0.8861,0,39,"Subject_44","2",200,2
"8178",198,20,60,1.1,1,0.8791,0,39,"Subject_44","2",22,2
"8179",199,20,3,1.2,1,0.6946,1,39,"Subject_44","2",24,2
"8180",200,100,3,3,1,0.7041,0,39,"Subject_44","2",300,1
"8181",201,20,14,1.5,1,0.7033,1,39,"Subject_44","2",30,2
"8182",202,20,1,1.1,1,0.7585,0,39,"Subject_44","2",22,2
"8183",203,20,30,1.5,1,0.9653,1,39,"Subject_44","2",30,2
"8184",204,100,3,7,0,0.7009,1,39,"Subject_44","2",700,1
"8185",205,100,14,1.02,0,0.927,1,39,"Subject_44","2",102,1
"8186",206,20,5,3,1,0.6995,1,39,"Subject_44","2",60,2
"8187",207,100,1,2,1,0.995,0,39,"Subject_44","2",200,1
"8188",208,100,1,1.8,1,0.7773,0,39,"Subject_44","2",180,1
"8189",209,20,14,1.1,1,1.0032,1,39,"Subject_44","2",22,2
"8190",210,100,8,10,1,1.0816,0,39,"Subject_44","2",1000,1
"8191",1,20,60,1.2,0,2.5334,1,40,"Subject_45","1",24,2
"8192",2,100,5,10,1,2.2716,0,40,"Subject_45","1",1000,1
"8193",3,100,8,3,1,2.0291,1,40,"Subject_45","1",300,1
"8194",4,100,8,1.05,0,1.2452,0,40,"Subject_45","1",105,1
"8195",5,20,30,13,1,1.0679,1,40,"Subject_45","1",260,2
"8196",6,100,3,13,1,1.104,1,40,"Subject_45","1",1300,1
"8197",7,20,5,3,1,1.5162,1,40,"Subject_45","1",60,2
"8198",8,100,1,1.5,1,2.2606,1,40,"Subject_45","1",150,1
"8199",9,100,1,10,1,1.515,0,40,"Subject_45","1",1000,1
"8200",10,100,14,10,1,1.3111,0,40,"Subject_45","1",1000,1
"8201",11,20,3,1.8,0,3.0087,1,40,"Subject_45","1",36,2
"8202",12,100,3,1.01,0,1.9233,1,40,"Subject_45","1",101,1
"8203",13,20,60,7,1,1.4311,0,40,"Subject_45","1",140,2
"8204",14,100,14,2.5,0,1.3758,1,40,"Subject_45","1",250,1
"8205",15,100,14,1.5,0,1.3092,0,40,"Subject_45","1",150,1
"8206",16,100,14,1.2,0,1.1165,0,40,"Subject_45","1",120,1
"8207",17,100,60,5,1,0.631,0,40,"Subject_45","1",500,1
"8208",18,100,30,1.2,0,1.4077,1,40,"Subject_45","1",120,1
"8209",19,20,5,1.05,0,1.7701,1,40,"Subject_45","1",21,2
"8210",20,20,30,7,0,3.2932,1,40,"Subject_45","1",140,2
"8211",21,20,14,1.8,0,2.7231,0,40,"Subject_45","1",36,2
"8212",22,20,1,3,1,1.2208,1,40,"Subject_45","1",60,2
"8213",23,100,8,2.5,1,1.3608,1,40,"Subject_45","1",250,1
"8214",24,20,30,5,1,0.9153,1,40,"Subject_45","1",100,2
"8215",25,100,8,1.5,0,1.5112,1,40,"Subject_45","1",150,1
"8216",26,100,8,5,1,1.614,1,40,"Subject_45","1",500,1
"8217",27,20,8,4,0,1.8062,0,40,"Subject_45","1",80,2
"8218",28,100,14,13,1,1.0978,1,40,"Subject_45","1",1300,1
"8219",29,20,60,2.5,0,1.1871,0,40,"Subject_45","1",50,2
"8220",30,20,8,5,0,2.0326,0,40,"Subject_45","1",100,2
"8221",31,100,8,10,1,1.17,0,40,"Subject_45","1",1000,1
"8222",32,20,5,10,1,0.8517,0,40,"Subject_45","1",200,2
"8223",33,20,14,13,1,1.1423,0,40,"Subject_45","1",260,2
"8224",34,100,60,3,1,1.2286,1,40,"Subject_45","1",300,1
"8225",35,100,8,2,1,1.2189,1,40,"Subject_45","1",200,1
"8226",36,100,14,1.01,0,1.2884,1,40,"Subject_45","1",101,1
"8227",37,100,60,1.8,0,1.4999,1,40,"Subject_45","1",180,1
"8228",38,20,8,13,1,2.233,0,40,"Subject_45","1",260,2
"8229",39,100,8,1.8,0,1.2458,0,40,"Subject_45","1",180,1
"8230",40,20,60,3,0,1.9848,0,40,"Subject_45","1",60,2
"8231",41,20,3,1.01,0,1.3151,1,40,"Subject_45","1",20.2,2
"8232",42,100,3,7,1,1.7186,0,40,"Subject_45","1",700,1
"8233",43,20,1,1.05,0,0.9326,1,40,"Subject_45","1",21,2
"8234",44,100,1,1.8,0,1.2112,1,40,"Subject_45","1",180,1
"8235",45,100,5,5,1,1.5056,0,40,"Subject_45","1",500,1
"8236",46,100,5,7,1,1.3012,1,40,"Subject_45","1",700,1
"8237",47,20,30,1.5,1,1.0315,0,40,"Subject_45","1",30,2
"8238",48,20,14,1.05,0,1.3629,0,40,"Subject_45","1",21,2
"8239",49,20,3,3,0,0.9319,1,40,"Subject_45","1",60,2
"8240",50,20,8,7,0,1.3326,0,40,"Subject_45","1",140,2
"8241",51,20,1,1.2,0,1.2644,0,40,"Subject_45","1",24,2
"8242",52,100,8,13,1,1.0392,1,40,"Subject_45","1",1300,1
"8243",53,20,14,5,1,1.1958,0,40,"Subject_45","1",100,2
"8244",54,100,30,1.8,0,1.9321,0,40,"Subject_45","1",180,1
"8245",55,20,60,2,0,1.5533,1,40,"Subject_45","1",40,2
"8246",56,20,3,5,1,1.3781,0,40,"Subject_45","1",100,2
"8247",57,20,3,1.05,0,1.0832,0,40,"Subject_45","1",21,2
"8248",58,20,14,2,0,1.9605,1,40,"Subject_45","1",40,2
"8249",59,20,3,10,1,1.8466,0,40,"Subject_45","1",200,2
"8250",60,100,30,2,0,1.6089,0,40,"Subject_45","1",200,1
"8251",61,100,1,13,1,1.8028,0,40,"Subject_45","1",1300,1
"8252",62,20,1,1.1,0,2.2346,1,40,"Subject_45","1",22,2
"8253",63,20,1,1.02,0,1.6987,0,40,"Subject_45","1",20.4,2
"8254",64,100,60,2.5,0,1.1886,1,40,"Subject_45","1",250,1
"8255",65,20,14,10,1,1.2236,0,40,"Subject_45","1",200,2
"8256",66,20,14,1.01,0,1.2293,1,40,"Subject_45","1",20.2,2
"8257",67,20,14,1.02,0,0.9513,1,40,"Subject_45","1",20.4,2
"8258",68,20,1,2,0,1.2953,0,40,"Subject_45","1",40,2
"8259",69,100,14,1.8,0,1.3563,0,40,"Subject_45","1",180,1
"8260",70,100,8,1.1,0,2.4284,0,40,"Subject_45","1",110,1
"8261",71,20,8,2.5,0,0.8149,0,40,"Subject_45","1",50,2
"8262",72,100,60,1.1,1,0.8988,0,40,"Subject_45","1",110,1
"8263",73,100,1,1.05,0,2.4321,0,40,"Subject_45","1",105,1
"8264",74,20,5,1.5,0,1.077,0,40,"Subject_45","1",30,2
"8265",75,20,5,1.2,0,1.8819,1,40,"Subject_45","1",24,2
"8266",76,20,5,1.02,0,0.6729,0,40,"Subject_45","1",20.4,2
"8267",77,20,5,4,0,0.8374,0,40,"Subject_45","1",80,2
"8268",78,20,1,1.5,0,1.3507,1,40,"Subject_45","1",30,2
"8269",79,20,3,1.1,0,0.6249,0,40,"Subject_45","1",22,2
"8270",80,100,3,10,1,0.8288,0,40,"Subject_45","1",1000,1
"8271",81,20,14,1.1,0,1.1117,0,40,"Subject_45","1",22,2
"8272",82,20,8,1.8,0,2.0963,1,40,"Subject_45","1",36,2
"8273",83,100,5,1.01,0,1.2158,0,40,"Subject_45","1",101,1
"8274",84,20,1,1.01,0,0.996,1,40,"Subject_45","1",20.2,2
"8275",85,100,5,1.8,1,2.5948,0,40,"Subject_45","1",180,1
"8276",86,100,5,3,0,0.8758,0,40,"Subject_45","1",300,1
"8277",87,100,30,2.5,0,1.4984,0,40,"Subject_45","1",250,1
"8278",88,100,30,4,0,1.2189,0,40,"Subject_45","1",400,1
"8279",89,100,1,3,1,0.4036,0,40,"Subject_45","1",300,1
"8280",90,20,3,2.5,0,0.9582,1,40,"Subject_45","1",50,2
"8281",91,20,14,1.5,0,0.8295,1,40,"Subject_45","1",30,2
"8282",92,100,3,2.5,0,0.9948,1,40,"Subject_45","1",250,1
"8283",93,100,8,7,0,0.5502,1,40,"Subject_45","1",700,1
"8284",94,20,3,4,0,1.2216,0,40,"Subject_45","1",80,2
"8285",95,100,30,1.5,0,0.9616,0,40,"Subject_45","1",150,1
"8286",96,20,60,1.8,0,1.0657,1,40,"Subject_45","1",36,2
"8287",97,100,60,2,0,0.8592,0,40,"Subject_45","1",200,1
"8288",98,20,60,13,0,0.6752,0,40,"Subject_45","1",260,2
"8289",99,100,14,1.02,0,1.097,0,40,"Subject_45","1",102,1
"8290",100,20,5,1.01,0,1.0231,1,40,"Subject_45","1",20.2,2
"8291",101,20,14,7,0,0.4983,0,40,"Subject_45","1",140,2
"8292",102,20,3,1.5,0,1.0402,1,40,"Subject_45","1",30,2
"8293",103,100,30,1.01,0,0.9664,1,40,"Subject_45","1",101,1
"8294",104,20,5,13,0,1.0773,1,40,"Subject_45","1",260,2
"8295",105,100,30,1.1,0,0.9252,0,40,"Subject_45","1",110,1
"8296",106,100,30,3,0,0.9835,0,40,"Subject_45","1",300,1
"8297",107,20,3,13,0,0.5826,0,40,"Subject_45","1",260,2
"8298",108,100,14,2,0,0.7282,1,40,"Subject_45","1",200,1
"8299",109,100,30,7,0,0.5484,1,40,"Subject_45","1",700,1
"8300",110,100,5,1.5,0,0.566,1,40,"Subject_45","1",150,1
"8301",111,100,14,1.1,0,0.6907,0,40,"Subject_45","1",110,1
"8302",112,20,30,1.01,0,0.7829,1,40,"Subject_45","1",20.2,2
"8303",113,20,5,1.1,0,0.9961,1,40,"Subject_45","1",22,2
"8304",114,100,8,1.2,0,0.9062,0,40,"Subject_45","1",120,1
"8305",115,100,60,1.01,0,0.9801,0,40,"Subject_45","1",101,1
"8306",116,100,14,4,0,0.6161,1,40,"Subject_45","1",400,1
"8307",117,20,30,1.05,0,0.4979,0,40,"Subject_45","1",21,2
"8308",118,20,30,2,0,0.5212,0,40,"Subject_45","1",40,2
"8309",119,100,1,1.01,0,0.9269,1,40,"Subject_45","1",101,1
"8310",120,20,5,5,0,0.5883,0,40,"Subject_45","1",100,2
"8311",121,100,14,1.05,0,0.6075,1,40,"Subject_45","1",105,1
"8312",122,100,30,1.05,0,0.55,0,40,"Subject_45","1",105,1
"8313",123,20,60,5,0,0.5665,1,40,"Subject_45","1",100,2
"8314",124,20,60,1.02,0,0.6467,0,40,"Subject_45","1",20.4,2
"8315",125,100,30,1.02,0,0.7646,0,40,"Subject_45","1",102,1
"8316",126,100,8,1.02,0,0.8973,1,40,"Subject_45","1",102,1
"8317",127,20,60,1.01,0,0.4913,0,40,"Subject_45","1",20.2,2
"8318",128,100,1,2,0,1.1288,0,40,"Subject_45","1",200,1
"8319",129,100,3,5,0,0.9917,0,40,"Subject_45","1",500,1
"8320",130,20,30,1.02,0,0.5963,0,40,"Subject_45","1",20.4,2
"8321",131,100,60,4,1,0.364,0,40,"Subject_45","1",400,1
"8322",132,20,1,4,0,0.5247,0,40,"Subject_45","1",80,2
"8323",133,100,60,1.02,0,0.5035,1,40,"Subject_45","1",102,1
"8324",134,100,3,1.05,0,0.4634,0,40,"Subject_45","1",105,1
"8325",135,100,14,5,0,0.4803,1,40,"Subject_45","1",500,1
"8326",136,20,8,1.02,0,0.6463,1,40,"Subject_45","1",20.4,2
"8327",137,100,60,7,0,0.566,1,40,"Subject_45","1",700,1
"8328",138,100,14,7,0,0.9938,0,40,"Subject_45","1",700,1
"8329",139,100,8,4,0,0.8979,1,40,"Subject_45","1",400,1
"8330",140,20,30,3,0,0.834,0,40,"Subject_45","1",60,2
"8331",141,20,8,2,0,0.7931,0,40,"Subject_45","1",40,2
"8332",142,100,1,2.5,0,1.2904,0,40,"Subject_45","1",250,1
"8333",143,20,30,2.5,0,0.7071,0,40,"Subject_45","1",50,2
"8334",144,20,1,1.8,0,0.7762,0,40,"Subject_45","1",36,2
"8335",145,100,5,1.02,0,0.8432,1,40,"Subject_45","1",102,1
"8336",146,100,30,10,0,0.5523,0,40,"Subject_45","1",1000,1
"8337",147,100,3,1.8,0,0.8847,1,40,"Subject_45","1",180,1
"8338",148,20,30,4,0,0.6508,0,40,"Subject_45","1",80,2
"8339",149,20,5,2,0,0.796,1,40,"Subject_45","1",40,2
"8340",150,20,14,2.5,0,0.7676,0,40,"Subject_45","1",50,2
"8341",151,20,14,3,0,0.552,0,40,"Subject_45","1",60,2
"8342",152,20,8,1.01,0,1.3239,1,40,"Subject_45","1",20.2,2
"8343",153,100,3,1.5,0,1.0936,0,40,"Subject_45","1",150,1
"8344",154,20,8,1.1,0,0.9103,1,40,"Subject_45","1",22,2
"8345",155,20,8,10,0,0.955,1,40,"Subject_45","1",200,2
"8346",156,20,14,4,0,0.5269,1,40,"Subject_45","1",80,2
"8347",157,20,60,4,0,0.7262,0,40,"Subject_45","1",80,2
"8348",158,100,5,4,0,0.5863,1,40,"Subject_45","1",400,1
"8349",159,100,3,1.2,0,0.9562,1,40,"Subject_45","1",120,1
"8350",160,100,60,1.05,0,0.8014,0,40,"Subject_45","1",105,1
"8351",161,20,8,1.05,0,0.5974,0,40,"Subject_45","1",21,2
"8352",162,100,30,13,0,0.5467,0,40,"Subject_45","1",1300,1
"8353",163,20,3,7,0,0.0061,0,40,"Subject_45","1",140,2
"8354",164,20,1,10,0,0.9997,1,40,"Subject_45","1",200,2
"8355",165,100,3,1.1,0,0.9269,1,40,"Subject_45","1",110,1
"8356",166,100,5,13,1,1.0024,0,40,"Subject_45","1",1300,1
"8357",167,20,60,1.1,0,0.6378,0,40,"Subject_45","1",22,2
"8358",168,20,8,3,0,0.4971,0,40,"Subject_45","1",60,2
"8359",169,100,1,4,0,0.9264,0,40,"Subject_45","1",400,1
"8360",170,100,1,1.2,0,0.8704,1,40,"Subject_45","1",120,1
"8361",171,100,3,2,0,0.5331,0,40,"Subject_45","1",200,1
"8362",172,20,8,1.5,0,0.8849,1,40,"Subject_45","1",30,2
"8363",173,20,60,1.05,0,0.5197,0,40,"Subject_45","1",21,2
"8364",174,20,1,5,0,0.9004,0,40,"Subject_45","1",100,2
"8365",175,100,5,2,0,0.6804,0,40,"Subject_45","1",200,1
"8366",176,20,30,1.8,0,0.6579,0,40,"Subject_45","1",36,2
"8367",177,100,60,1.5,0,0.6135,1,40,"Subject_45","1",150,1
"8368",178,20,14,1.2,0,0.5603,1,40,"Subject_45","1",24,2
"8369",179,100,5,1.05,0,0.6666,1,40,"Subject_45","1",105,1
"8370",180,20,5,2.5,0,0.6407,1,40,"Subject_45","1",50,2
"8371",181,100,3,1.02,0,0.9346,0,40,"Subject_45","1",102,1
"8372",182,20,8,1.2,0,0.7233,1,40,"Subject_45","1",24,2
"8373",183,20,30,1.2,0,0.5217,0,40,"Subject_45","1",24,2
"8374",184,100,60,10,0,1.0018,0,40,"Subject_45","1",1000,1
"8375",185,20,3,1.02,0,0.5312,0,40,"Subject_45","1",20.4,2
"8376",186,20,5,1.8,0,0.5344,1,40,"Subject_45","1",36,2
"8377",187,20,30,1.1,0,0.7391,0,40,"Subject_45","1",22,2
"8378",188,100,30,5,0,0.7761,0,40,"Subject_45","1",500,1
"8379",189,100,8,1.01,0,1.2094,1,40,"Subject_45","1",101,1
"8380",190,20,60,1.5,0,0.5135,1,40,"Subject_45","1",30,2
"8381",191,100,3,3,0,0.6399,0,40,"Subject_45","1",300,1
"8382",192,100,1,5,0,0.6479,1,40,"Subject_45","1",500,1
"8383",193,100,5,2.5,0,0.9031,1,40,"Subject_45","1",250,1
"8384",194,20,3,2,0,0.6767,0,40,"Subject_45","1",40,2
"8385",195,20,30,10,0,0.6945,0,40,"Subject_45","1",200,2
"8386",196,20,1,7,0,1.107,0,40,"Subject_45","1",140,2
"8387",197,20,60,10,0,0.9255,1,40,"Subject_45","1",200,2
"8388",198,100,60,1.2,0,1.8735,1,40,"Subject_45","1",120,1
"8389",199,100,14,3,0,1.6264,1,40,"Subject_45","1",300,1
"8390",200,100,3,4,1,1.1874,0,40,"Subject_45","1",400,1
"8391",201,20,5,7,0,1.393,0,40,"Subject_45","1",140,2
"8392",202,100,5,1.1,0,1.3545,1,40,"Subject_45","1",110,1
"8393",203,100,60,13,0,0.9089,0,40,"Subject_45","1",1300,1
"8394",204,100,1,1.02,0,1.1447,0,40,"Subject_45","1",102,1
"8395",205,100,1,7,1,0.8996,0,40,"Subject_45","1",700,1
"8396",206,100,5,1.2,0,0.959,1,40,"Subject_45","1",120,1
"8397",207,20,1,13,1,1.3693,1,40,"Subject_45","1",260,2
"8398",208,20,1,2.5,1,1.7489,0,40,"Subject_45","1",50,2
"8399",209,20,3,1.2,0,0.8348,0,40,"Subject_45","1",24,2
"8400",210,100,1,1.1,0,1.5428,0,40,"Subject_45","1",110,1
"8401",1,20,14,7,1,4.1751,0,41,"Subject_46","2",140,2
"8402",2,100,1,1.05,1,2.1292,1,41,"Subject_46","2",105,1
"8403",3,20,1,1.01,0,3.7439,1,41,"Subject_46","2",20.2,2
"8404",4,100,5,2.5,1,1.6892,1,41,"Subject_46","2",250,1
"8405",5,20,14,13,1,2.897,0,41,"Subject_46","2",260,2
"8406",6,20,30,4,1,2.1039,0,41,"Subject_46","2",80,2
"8407",7,20,1,5,1,3.1978,0,41,"Subject_46","2",100,2
"8408",8,100,5,10,1,3.2484,0,41,"Subject_46","2",1000,1
"8409",9,20,14,4,1,2.6066,0,41,"Subject_46","2",80,2
"8410",10,20,3,13,1,2.8247,1,41,"Subject_46","2",260,2
"8411",11,20,3,5,1,2.2738,0,41,"Subject_46","2",100,2
"8412",12,100,8,1.1,1,1.8383,0,41,"Subject_46","2",110,1
"8413",13,100,14,1.8,1,1.7585,0,41,"Subject_46","2",180,1
"8414",14,100,5,1.8,1,2.9558,0,41,"Subject_46","2",180,1
"8415",15,100,8,1.02,1,3.3192,1,41,"Subject_46","2",102,1
"8416",16,20,1,1.1,1,2.1036,0,41,"Subject_46","2",22,2
"8417",17,100,5,13,1,1.751,1,41,"Subject_46","2",1300,1
"8418",18,20,3,1.02,0,2.1222,0,41,"Subject_46","2",20.4,2
"8419",19,20,3,1.05,1,3.4804,0,41,"Subject_46","2",21,2
"8420",20,20,30,1.8,1,1.7391,0,41,"Subject_46","2",36,2
"8421",21,20,8,7,1,1.4301,1,41,"Subject_46","2",140,2
"8422",22,100,8,1.5,1,1.6917,0,41,"Subject_46","2",150,1
"8423",23,20,5,5,1,1.1052,1,41,"Subject_46","2",100,2
"8424",24,20,14,3,1,5.0379,0,41,"Subject_46","2",60,2
"8425",25,100,30,3,1,1.5947,0,41,"Subject_46","2",300,1
"8426",26,20,14,1.5,1,1.741,0,41,"Subject_46","2",30,2
"8427",27,100,14,5,1,1.5137,0,41,"Subject_46","2",500,1
"8428",28,100,60,4,1,1.8767,0,41,"Subject_46","2",400,1
"8429",29,100,1,10,1,1.3846,1,41,"Subject_46","2",1000,1
"8430",30,20,5,10,1,1.506,0,41,"Subject_46","2",200,2
"8431",31,20,3,2.5,1,2.9776,1,41,"Subject_46","2",50,2
"8432",32,100,30,4,1,1.4344,0,41,"Subject_46","2",400,1
"8433",33,20,60,1.8,1,4.7338,0,41,"Subject_46","2",36,2
"8434",34,20,14,2.5,1,1.5669,0,41,"Subject_46","2",50,2
"8435",35,20,3,2,1,1.9687,0,41,"Subject_46","2",40,2
"8436",36,20,14,1.02,0,1.9859,0,41,"Subject_46","2",20.4,2
"8437",37,20,60,1.02,0,2.0566,1,41,"Subject_46","2",20.4,2
"8438",38,20,8,3,1,1.8064,0,41,"Subject_46","2",60,2
"8439",39,100,5,1.5,1,1.6494,1,41,"Subject_46","2",150,1
"8440",40,20,60,13,1,1.3685,1,41,"Subject_46","2",260,2
"8441",41,20,8,2.5,1,1.6767,0,41,"Subject_46","2",50,2
"8442",42,20,1,2,1,1.3194,1,41,"Subject_46","2",40,2
"8443",43,20,1,7,1,1.2731,1,41,"Subject_46","2",140,2
"8444",44,20,3,1.5,1,1.7931,0,41,"Subject_46","2",30,2
"8445",45,100,60,2,1,1.5468,1,41,"Subject_46","2",200,1
"8446",46,100,8,5,1,1.1691,0,41,"Subject_46","2",500,1
"8447",47,100,3,4,1,1.3372,0,41,"Subject_46","2",400,1
"8448",48,100,60,7,1,1.7919,1,41,"Subject_46","2",700,1
"8449",49,20,30,1.5,1,2.1083,0,41,"Subject_46","2",30,2
"8450",50,100,30,5,1,1.3062,1,41,"Subject_46","2",500,1
"8451",51,100,1,1.1,1,3.6683,1,41,"Subject_46","2",110,1
"8452",52,100,30,7,1,2.0514,0,41,"Subject_46","2",700,1
"8453",53,20,8,10,1,3.7246,1,41,"Subject_46","2",200,2
"8454",54,100,14,4,1,1.4071,1,41,"Subject_46","2",400,1
"8455",55,20,1,1.8,1,1.5768,0,41,"Subject_46","2",36,2
"8456",56,20,60,3,1,5.9717,1,41,"Subject_46","2",60,2
"8457",57,100,5,5,1,2.0859,0,41,"Subject_46","2",500,1
"8458",58,100,60,1.2,1,4.0477,0,41,"Subject_46","2",120,1
"8459",59,100,60,1.1,1,4.2733,1,41,"Subject_46","2",110,1
"8460",60,100,3,3,1,1.6905,0,41,"Subject_46","2",300,1
"8461",61,100,60,2.5,1,1.3167,0,41,"Subject_46","2",250,1
"8462",62,20,60,4,1,2.1503,0,41,"Subject_46","2",80,2
"8463",63,20,8,1.5,1,3.0662,0,41,"Subject_46","2",30,2
"8464",64,100,14,1.2,1,2.359,1,41,"Subject_46","2",120,1
"8465",65,100,8,1.01,0,4.1165,0,41,"Subject_46","2",101,1
"8466",66,100,5,3,1,1.8166,0,41,"Subject_46","2",300,1
"8467",67,20,1,1.2,1,2.9883,0,41,"Subject_46","2",24,2
"8468",68,20,8,1.02,1,2.7646,0,41,"Subject_46","2",20.4,2
"8469",69,20,30,1.02,0,2.835,0,41,"Subject_46","2",20.4,2
"8470",70,20,3,4,1,2.273,0,41,"Subject_46","2",80,2
"8471",71,20,60,1.1,0,2.2977,0,41,"Subject_46","2",22,2
"8472",72,20,60,7,1,2.2357,1,41,"Subject_46","2",140,2
"8473",73,100,3,10,1,2.6796,0,41,"Subject_46","2",1000,1
"8474",74,20,5,7,1,1.5232,0,41,"Subject_46","2",140,2
"8475",75,20,8,1.8,1,2.5309,0,41,"Subject_46","2",36,2
"8476",76,100,3,13,1,1.1826,0,41,"Subject_46","2",1300,1
"8477",77,100,14,1.01,0,2.2608,1,41,"Subject_46","2",101,1
"8478",78,100,3,1.05,1,3.4967,0,41,"Subject_46","2",105,1
"8479",79,100,3,1.8,1,1.6119,1,41,"Subject_46","2",180,1
"8480",80,20,14,10,1,1.877,0,41,"Subject_46","2",200,2
"8481",81,20,5,4,1,1.6342,0,41,"Subject_46","2",80,2
"8482",82,100,1,5,1,3.5564,0,41,"Subject_46","2",500,1
"8483",83,20,3,1.1,1,2.7776,1,41,"Subject_46","2",22,2
"8484",84,20,1,1.02,0,1.8476,0,41,"Subject_46","2",20.4,2
"8485",85,100,3,2.5,1,1.6008,1,41,"Subject_46","2",250,1
"8486",86,100,3,5,1,1.4924,1,41,"Subject_46","2",500,1
"8487",87,20,5,1.01,0,1.4968,0,41,"Subject_46","2",20.2,2
"8488",88,100,1,13,1,1.3584,1,41,"Subject_46","2",1300,1
"8489",89,20,30,1.01,0,1.6287,0,41,"Subject_46","2",20.2,2
"8490",90,100,8,1.8,1,4.967,0,41,"Subject_46","2",180,1
"8491",91,20,5,1.2,1,1.9748,0,41,"Subject_46","2",24,2
"8492",92,20,1,3,1,2.2308,0,41,"Subject_46","2",60,2
"8493",93,100,8,7,1,1.7571,1,41,"Subject_46","2",700,1
"8494",94,100,14,1.5,1,1.7942,1,41,"Subject_46","2",150,1
"8495",95,100,14,3,1,1.4684,1,41,"Subject_46","2",300,1
"8496",96,100,8,2,1,1.2904,1,41,"Subject_46","2",200,1
"8497",97,20,14,1.2,1,2.9545,0,41,"Subject_46","2",24,2
"8498",98,100,14,1.02,1,3.6681,1,41,"Subject_46","2",102,1
"8499",99,100,5,2,1,1.7469,1,41,"Subject_46","2",200,1
"8500",100,100,30,1.01,0,2.1332,1,41,"Subject_46","2",101,1
"8501",101,100,14,10,1,1.9591,0,41,"Subject_46","2",1000,1
"8502",102,100,8,4,1,1.6581,1,41,"Subject_46","2",400,1
"8503",103,100,14,2.5,1,1.3432,1,41,"Subject_46","2",250,1
"8504",104,20,30,2,1,1.9066,1,41,"Subject_46","2",40,2
"8505",105,100,3,1.5,1,1.985,0,41,"Subject_46","2",150,1
"8506",106,20,3,3,1,1.5319,1,41,"Subject_46","2",60,2
"8507",107,20,60,1.05,0,4.0153,1,41,"Subject_46","2",21,2
"8508",108,100,1,1.8,1,1.5007,1,41,"Subject_46","2",180,1
"8509",109,20,3,10,1,2.3222,0,41,"Subject_46","2",200,2
"8510",110,100,5,1.01,1,3.687,0,41,"Subject_46","2",101,1
"8511",111,100,3,2,1,1.6931,0,41,"Subject_46","2",200,1
"8512",112,100,1,1.02,1,2.7214,0,41,"Subject_46","2",102,1
"8513",113,20,8,5,1,1.7,0,41,"Subject_46","2",100,2
"8514",114,100,14,1.05,1,3.1542,1,41,"Subject_46","2",105,1
"8515",115,100,8,10,1,2.0994,0,41,"Subject_46","2",1000,1
"8516",116,20,5,2.5,1,1.5252,1,41,"Subject_46","2",50,2
"8517",117,20,3,7,1,3.449,0,41,"Subject_46","2",140,2
"8518",118,100,5,4,1,2.9953,0,41,"Subject_46","2",400,1
"8519",119,100,14,2,1,2.9008,1,41,"Subject_46","2",200,1
"8520",120,100,1,1.2,1,1.906,0,41,"Subject_46","2",120,1
"8521",121,100,30,1.8,1,1.3118,1,41,"Subject_46","2",180,1
"8522",122,100,60,1.02,0,2.0588,1,41,"Subject_46","2",102,1
"8523",123,20,30,2.5,1,2.4993,1,41,"Subject_46","2",50,2
"8524",124,100,30,1.02,0,3.6177,1,41,"Subject_46","2",102,1
"8525",125,100,1,3,1,1.3005,0,41,"Subject_46","2",300,1
"8526",126,20,8,4,1,1.7567,0,41,"Subject_46","2",80,2
"8527",127,20,8,1.2,1,1.7217,0,41,"Subject_46","2",24,2
"8528",128,100,14,13,1,2.6254,0,41,"Subject_46","2",1300,1
"8529",129,100,30,1.5,1,1.693,1,41,"Subject_46","2",150,1
"8530",130,100,60,13,1,1.244,1,41,"Subject_46","2",1300,1
"8531",131,20,5,1.1,1,2.2343,0,41,"Subject_46","2",22,2
"8532",132,100,3,1.1,1,1.3064,0,41,"Subject_46","2",110,1
"8533",133,100,30,2.5,1,1.3528,0,41,"Subject_46","2",250,1
"8534",134,20,60,10,1,1.6845,0,41,"Subject_46","2",200,2
"8535",135,100,1,1.01,1,1.9547,1,41,"Subject_46","2",101,1
"8536",136,20,5,1.02,0,2.1704,1,41,"Subject_46","2",20.4,2
"8537",137,20,60,1.2,1,1.7169,1,41,"Subject_46","2",24,2
"8538",138,100,30,2,1,1.6886,1,41,"Subject_46","2",200,1
"8539",139,20,8,1.01,0,1.689,0,41,"Subject_46","2",20.2,2
"8540",140,100,3,7,1,1.2622,1,41,"Subject_46","2",700,1
"8541",141,20,60,2,1,1.7662,1,41,"Subject_46","2",40,2
"8542",142,20,14,1.8,1,1.7161,0,41,"Subject_46","2",36,2
"8543",143,20,60,1.5,1,2.0972,0,41,"Subject_46","2",30,2
"8544",144,20,60,5,1,1.7689,0,41,"Subject_46","2",100,2
