"","Trial","Value_SS","Delay","Val_prc","Choice","RT","respSide","loopID","realID","Drug","Value_LL","Condition"
"1",1,20,1,1.02,0,2.2054,0,1,"Subject_1","2",20.4,2
"2",2,20,1,1.2,1,2.1766,0,1,"Subject_1","2",24,2
"3",3,100,5,1.01,1,3.182,0,1,"Subject_1","2",101,1
"4",4,20,8,2,1,2.1525,0,1,"Subject_1","2",40,2
"5",5,20,14,7,1,1.9924,0,1,"Subject_1","2",140,2
"6",6,20,1,1.1,0,2.8691,1,1,"Subject_1","2",22,2
"7",7,20,3,1.5,1,1.5741,0,1,"Subject_1","2",30,2
"8",8,20,8,5,1,2.0503,0,1,"Subject_1","2",100,2
"9",9,20,14,1.2,0,1.5964,0,1,"Subject_1","2",24,2
"10",10,100,3,1.05,0,1.7445,1,1,"Subject_1","2",105,1
"11",11,20,30,1.02,0,1.8925,0,1,"Subject_1","2",20.4,2
"12",12,100,5,4,1,1.3603,0,1,"Subject_1","2",400,1
"13",13,100,30,10,1,1.3866,0,1,"Subject_1","2",1000,1
"14",14,100,30,13,0,2.2969,0,1,"Subject_1","2",1300,1
"15",15,100,5,1.2,0,1.5348,0,1,"Subject_1","2",120,1
"16",16,100,5,2.5,1,1.462,1,1,"Subject_1","2",250,1
"17",17,20,8,1.1,0,1.4836,0,1,"Subject_1","2",22,2
"18",18,100,8,2,0,1.5879,0,1,"Subject_1","2",200,1
"19",19,20,30,2,0,2.0482,1,1,"Subject_1","2",40,2
"20",20,100,60,10,0,2.0172,0,1,"Subject_1","2",1000,1
"21",21,100,3,2,1,1.4751,0,1,"Subject_1","2",200,1
"22",22,100,5,1.05,0,1.6956,1,1,"Subject_1","2",105,1
"23",23,20,1,1.01,0,1.5412,1,1,"Subject_1","2",20.2,2
"24",24,100,5,1.5,0,1.7694,0,1,"Subject_1","2",150,1
"25",25,100,5,7,1,1.1953,1,1,"Subject_1","2",700,1
"26",26,100,60,1.05,0,1.1474,0,1,"Subject_1","2",105,1
"27",27,20,3,7,1,1.8254,0,1,"Subject_1","2",140,2
"28",28,100,3,1.02,0,1.2566,1,1,"Subject_1","2",102,1
"29",29,100,8,4,1,1.1855,0,1,"Subject_1","2",400,1
"30",30,20,60,1.01,0,1.5862,1,1,"Subject_1","2",20.2,2
"31",31,100,3,3,0,1.806,1,1,"Subject_1","2",300,1
"32",32,20,14,1.05,0,1.8105,0,1,"Subject_1","2",21,2
"33",33,20,14,1.02,0,1.7244,0,1,"Subject_1","2",20.4,2
"34",34,20,30,10,0,1.7543,0,1,"Subject_1","2",200,2
"35",35,20,14,2,0,1.4828,0,1,"Subject_1","2",40,2
"36",36,20,30,4,1,1.6531,0,1,"Subject_1","2",80,2
"37",37,20,1,1.5,1,1.8001,1,1,"Subject_1","2",30,2
"38",38,100,60,2.5,0,1.4112,1,1,"Subject_1","2",250,1
"39",39,100,30,7,0,1.8107,0,1,"Subject_1","2",700,1
"40",40,100,1,13,1,1.5307,0,1,"Subject_1","2",1300,1
"41",41,100,3,7,1,1.8003,1,1,"Subject_1","2",700,1
"42",42,100,1,1.1,0,1.232,0,1,"Subject_1","2",110,1
"43",43,20,1,3,1,1.7768,0,1,"Subject_1","2",60,2
"44",44,100,5,1.02,0,1.5626,1,1,"Subject_1","2",102,1
"45",45,20,3,1.1,0,1.5382,1,1,"Subject_1","2",22,2
"46",46,20,8,2.5,0,1.6696,1,1,"Subject_1","2",50,2
"47",47,20,30,13,0,1.4975,0,1,"Subject_1","2",260,2
"48",48,100,60,1.1,0,1.5354,0,1,"Subject_1","2",110,1
"49",49,20,60,13,0,1.5047,0,1,"Subject_1","2",260,2
"50",50,20,14,10,1,1.525,0,1,"Subject_1","2",200,2
"51",51,100,14,2.5,0,1.5375,1,1,"Subject_1","2",250,1
"52",52,100,5,2,0,1.2817,0,1,"Subject_1","2",200,1
"53",53,100,1,1.5,0,1.1085,0,1,"Subject_1","2",150,1
"54",54,100,30,1.1,0,1.3466,0,1,"Subject_1","2",110,1
"55",55,100,30,2.5,0,1.3102,1,1,"Subject_1","2",250,1
"56",56,100,30,2,0,1.3077,0,1,"Subject_1","2",200,1
"57",57,20,14,3,0,1.5404,0,1,"Subject_1","2",60,2
"58",58,100,1,5,1,1.5833,1,1,"Subject_1","2",500,1
"59",59,20,8,1.8,0,1.264,0,1,"Subject_1","2",36,2
"60",60,100,14,1.02,0,1.6455,1,1,"Subject_1","2",102,1
"61",61,20,60,3,0,1.3919,1,1,"Subject_1","2",60,2
"62",62,20,30,2.5,0,1.4176,1,1,"Subject_1","2",50,2
"63",63,100,8,13,0,1.1633,0,1,"Subject_1","2",1300,1
"64",64,100,30,1.05,0,1.2966,1,1,"Subject_1","2",105,1
"65",65,20,60,10,0,1.1348,1,1,"Subject_1","2",200,2
"66",66,100,5,1.8,1,1.315,1,1,"Subject_1","2",180,1
"67",67,100,3,1.01,1,1.3566,1,1,"Subject_1","2",101,1
"68",68,100,60,1.2,0,1.4896,1,1,"Subject_1","2",120,1
"69",69,20,5,2.5,0,1.4745,0,1,"Subject_1","2",50,2
"70",70,20,5,4,1,1.4501,1,1,"Subject_1","2",80,2
"71",71,100,14,3,0,1.1377,0,1,"Subject_1","2",300,1
"72",72,100,30,1.01,0,1.3285,1,1,"Subject_1","2",101,1
"73",73,20,5,1.8,0,1.2221,1,1,"Subject_1","2",36,2
"74",74,20,5,5,0,1.5314,1,1,"Subject_1","2",100,2
"75",75,20,60,1.8,0,1.7566,1,1,"Subject_1","2",36,2
"76",76,20,14,13,1,1.7035,1,1,"Subject_1","2",260,2
"77",77,100,30,5,1,2.2313,1,1,"Subject_1","2",500,1
"78",78,20,8,10,1,1.5946,0,1,"Subject_1","2",200,2
"79",79,20,14,1.5,0,1.6675,1,1,"Subject_1","2",30,2
"80",80,100,60,1.02,0,1.5512,1,1,"Subject_1","2",102,1
"81",81,20,14,1.01,0,1.6675,1,1,"Subject_1","2",20.2,2
"82",82,100,8,10,1,1.9021,1,1,"Subject_1","2",1000,1
"83",83,20,8,3,0,1.3178,0,1,"Subject_1","2",60,2
"84",84,100,60,13,1,1.608,0,1,"Subject_1","2",1300,1
"85",85,20,5,1.2,0,1.3266,0,1,"Subject_1","2",24,2
"86",86,20,30,1.01,0,1.131,1,1,"Subject_1","2",20.2,2
"87",87,100,14,7,1,1.423,1,1,"Subject_1","2",700,1
"88",88,100,60,2,0,1.6955,1,1,"Subject_1","2",200,1
"89",89,100,14,10,1,1.6644,1,1,"Subject_1","2",1000,1
"90",90,20,3,4,1,1.6735,0,1,"Subject_1","2",80,2
"91",91,100,14,1.2,0,1.3471,0,1,"Subject_1","2",120,1
"92",92,20,5,1.02,0,1.2303,1,1,"Subject_1","2",20.4,2
"93",93,20,30,5,0,1.5985,1,1,"Subject_1","2",100,2
"94",94,20,3,3,1,1.5695,1,1,"Subject_1","2",60,2
"95",95,20,60,1.1,1,1.5393,0,1,"Subject_1","2",22,2
"96",96,20,8,1.02,0,1.3781,1,1,"Subject_1","2",20.4,2
"97",97,20,60,2,0,1.7717,0,1,"Subject_1","2",40,2
"98",98,100,60,5,0,1.828,0,1,"Subject_1","2",500,1
"99",99,100,30,4,0,1.905,0,1,"Subject_1","2",400,1
"100",100,100,30,3,0,1.4922,1,1,"Subject_1","2",300,1
"101",101,100,14,1.1,0,1.4445,1,1,"Subject_1","2",110,1
"102",102,100,8,5,1,1.7262,1,1,"Subject_1","2",500,1
"103",103,100,8,3,0,2.38,0,1,"Subject_1","2",300,1
"104",104,100,60,1.01,0,1.356,1,1,"Subject_1","2",101,1
"105",105,100,60,4,0,1.9855,1,1,"Subject_1","2",400,1
"106",106,20,14,1.1,0,1.4942,1,1,"Subject_1","2",22,2
"107",107,20,1,1.8,0,1.2273,1,1,"Subject_1","2",36,2
"108",108,20,5,3,1,1.4486,0,1,"Subject_1","2",60,2
"109",109,20,14,2.5,0,1.5809,0,1,"Subject_1","2",50,2
"110",110,100,1,2,1,1.1405,0,1,"Subject_1","2",200,1
"111",111,100,14,13,0,1.587,0,1,"Subject_1","2",1300,1
"112",112,100,30,1.8,0,1.5871,1,1,"Subject_1","2",180,1
"113",113,100,3,1.8,0,1.5676,0,1,"Subject_1","2",180,1
"114",114,100,1,1.8,1,1.6439,0,1,"Subject_1","2",180,1
"115",115,100,1,10,1,1.5823,0,1,"Subject_1","2",1000,1
"116",116,20,5,1.1,0,1.426,1,1,"Subject_1","2",22,2
"117",117,20,8,1.01,0,1.3668,0,1,"Subject_1","2",20.2,2
"118",118,100,30,1.02,0,1.2625,0,1,"Subject_1","2",102,1
"119",119,100,14,1.01,0,1.084,0,1,"Subject_1","2",101,1
"120",120,100,1,1.2,1,1.6248,0,1,"Subject_1","2",120,1
"121",121,100,3,5,1,1.1316,0,1,"Subject_1","2",500,1
"122",122,100,3,10,1,1.3973,0,1,"Subject_1","2",1000,1
"123",123,20,60,5,0,1.6427,0,1,"Subject_1","2",100,2
"124",124,20,5,1.05,0,1.2418,0,1,"Subject_1","2",21,2
"125",125,20,30,1.2,0,1.2433,1,1,"Subject_1","2",24,2
"126",126,100,1,3,1,1.7215,1,1,"Subject_1","2",300,1
"127",127,20,60,1.2,0,1.7404,1,1,"Subject_1","2",24,2
"128",128,100,1,1.01,0,1.7449,1,1,"Subject_1","2",101,1
"129",129,20,8,4,0,1.7565,1,1,"Subject_1","2",80,2
"130",130,20,30,1.8,0,1.129,1,1,"Subject_1","2",36,2
"131",131,20,3,10,1,1.6159,0,1,"Subject_1","2",200,2
"132",132,20,60,1.05,0,1.488,0,1,"Subject_1","2",21,2
"133",133,100,8,1.2,0,1.4471,1,1,"Subject_1","2",120,1
"134",134,20,3,1.01,0,1.3326,1,1,"Subject_1","2",20.2,2
"135",135,100,8,1.8,0,1.5436,1,1,"Subject_1","2",180,1
"136",136,100,60,3,0,1.274,1,1,"Subject_1","2",300,1
"137",137,20,3,13,1,1.1187,0,1,"Subject_1","2",260,2
"138",138,20,3,1.02,0,1.3195,0,1,"Subject_1","2",20.4,2
"139",139,20,8,13,0,1.5185,1,1,"Subject_1","2",260,2
"140",140,20,30,1.05,0,1.9328,0,1,"Subject_1","2",21,2
"141",141,100,14,1.5,0,1.6379,0,1,"Subject_1","2",150,1
"142",142,20,30,1.5,0,1.6003,0,1,"Subject_1","2",30,2
"143",143,20,14,4,0,1.6042,0,1,"Subject_1","2",80,2
"144",144,20,14,1.8,0,1.1396,0,1,"Subject_1","2",36,2
"145",145,20,5,7,1,1.2977,1,1,"Subject_1","2",140,2
"146",146,100,5,5,1,1.3019,0,1,"Subject_1","2",500,1
"147",147,20,3,2,1,1.4843,1,1,"Subject_1","2",40,2
"148",148,20,5,1.01,0,1.3814,0,1,"Subject_1","2",20.2,2
"149",149,20,3,1.05,0,1.5092,0,1,"Subject_1","2",21,2
"150",150,100,14,2,0,1.302,1,1,"Subject_1","2",200,1
"151",151,100,3,13,1,1.4755,1,1,"Subject_1","2",1300,1
"152",152,20,1,2,1,1.3601,0,1,"Subject_1","2",40,2
"153",153,20,60,7,0,2.0414,1,1,"Subject_1","2",140,2
"154",154,100,3,1.1,0,1.7893,0,1,"Subject_1","2",110,1
"155",155,20,60,4,0,1.6879,1,1,"Subject_1","2",80,2
"156",156,100,8,2.5,0,1.8964,0,1,"Subject_1","2",250,1
"157",157,100,8,1.05,0,1.5455,1,1,"Subject_1","2",105,1
"158",158,20,60,2.5,0,1.3254,0,1,"Subject_1","2",50,2
"159",159,100,14,1.8,0,1.5634,1,1,"Subject_1","2",180,1
"160",160,100,1,1.02,1,1.363,0,1,"Subject_1","2",102,1
"161",161,100,8,1.02,0,1.214,1,1,"Subject_1","2",102,1
"162",162,100,60,1.8,0,1.2808,1,1,"Subject_1","2",180,1
"163",163,100,8,1.01,0,1.4397,0,1,"Subject_1","2",101,1
"164",164,100,8,1.1,0,1.5322,1,1,"Subject_1","2",110,1
"165",165,100,3,4,1,1.4991,1,1,"Subject_1","2",400,1
"166",166,20,3,1.8,0,1.2881,1,1,"Subject_1","2",36,2
"167",167,100,14,5,1,1.736,0,1,"Subject_1","2",500,1
"168",168,100,14,1.05,0,1.2524,0,1,"Subject_1","2",105,1
"169",169,100,5,1.1,0,1.1959,0,1,"Subject_1","2",110,1
"170",170,100,14,4,1,1.6708,1,1,"Subject_1","2",400,1
"171",171,20,1,4,1,1.4613,0,1,"Subject_1","2",80,2
"172",172,20,8,1.2,0,1.2208,0,1,"Subject_1","2",24,2
"173",173,100,5,10,1,1.6368,1,1,"Subject_1","2",1000,1
"174",174,20,5,13,0,1.7442,1,1,"Subject_1","2",260,2
"175",175,20,30,3,0,1.3246,1,1,"Subject_1","2",60,2
"176",176,100,60,1.5,0,1.4178,0,1,"Subject_1","2",150,1
"177",177,20,8,7,1,2.0835,0,1,"Subject_1","2",140,2
"178",178,100,8,1.5,0,1.5214,1,1,"Subject_1","2",150,1
"179",179,100,30,1.2,0,1.7597,0,1,"Subject_1","2",120,1
"180",180,20,1,1.05,1,1.9387,1,1,"Subject_1","2",21,2
"181",181,20,5,10,1,2.1786,1,1,"Subject_1","2",200,2
"182",182,100,5,13,1,1.3766,0,1,"Subject_1","2",1300,1
"183",183,100,60,7,0,1.4504,0,1,"Subject_1","2",700,1
"184",184,100,1,7,1,1.6592,1,1,"Subject_1","2",700,1
"185",185,20,1,2.5,1,1.3239,1,1,"Subject_1","2",50,2
"186",186,100,3,2.5,1,1.2568,0,1,"Subject_1","2",250,1
"187",187,20,1,13,1,1.4268,1,1,"Subject_1","2",260,2
"188",188,100,8,7,1,1.8025,1,1,"Subject_1","2",700,1
"189",189,20,3,1.2,0,1.6204,1,1,"Subject_1","2",24,2
"190",190,100,5,3,0,1.292,1,1,"Subject_1","2",300,1
"191",191,100,1,1.05,1,1.2462,0,1,"Subject_1","2",105,1
"192",192,20,3,2.5,1,1.3205,1,1,"Subject_1","2",50,2
"193",193,20,5,1.5,0,1.5912,0,1,"Subject_1","2",30,2
"194",194,20,1,10,1,1.7695,0,1,"Subject_1","2",200,2
"195",195,20,5,2,0,1.5386,1,1,"Subject_1","2",40,2
"196",196,100,1,4,1,1.4276,1,1,"Subject_1","2",400,1
"197",197,20,30,7,0,1.2205,1,1,"Subject_1","2",140,2
"198",198,100,3,1.2,1,1.4801,0,1,"Subject_1","2",120,1
"199",199,20,60,1.02,0,1.3983,0,1,"Subject_1","2",20.4,2
"200",200,100,1,2.5,0,1.3073,0,1,"Subject_1","2",250,1
"201",201,20,1,5,1,1.574,1,1,"Subject_1","2",100,2
"202",202,100,3,1.5,1,1.1764,0,1,"Subject_1","2",150,1
"203",203,20,3,5,1,1.3057,0,1,"Subject_1","2",100,2
"204",204,20,1,7,1,1.1113,1,1,"Subject_1","2",140,2
"205",205,20,8,1.5,0,1.6099,0,1,"Subject_1","2",30,2
"206",206,100,30,1.5,0,1.5863,1,1,"Subject_1","2",150,1
"207",207,20,60,1.5,0,1.222,0,1,"Subject_1","2",30,2
"208",208,20,8,1.05,0,1.3986,0,1,"Subject_1","2",21,2
"209",209,20,30,1.1,0,1.519,0,1,"Subject_1","2",22,2
"210",210,20,14,5,1,1.1648,1,1,"Subject_1","2",100,2
"211",1,100,5,13,1,2.3137,1,2,"Subject_2","2",1300,1
"212",2,20,8,1.01,0,4.9737,0,2,"Subject_2","2",20.2,2
"213",3,20,14,7,1,2.6218,0,2,"Subject_2","2",140,2
"214",4,20,3,10,1,2.4755,0,2,"Subject_2","2",200,2
"215",5,100,8,1.01,0,2.1955,0,2,"Subject_2","2",101,1
"216",6,20,5,5,1,2.637,0,2,"Subject_2","2",100,2
"217",7,100,8,1.1,1,2.6812,1,2,"Subject_2","2",110,1
"218",8,100,3,7,1,1.6728,1,2,"Subject_2","2",700,1
"219",9,20,3,1.2,0,2.9054,0,2,"Subject_2","2",24,2
"220",10,20,5,4,1,2.2301,1,2,"Subject_2","2",80,2
"221",11,20,14,1.02,0,3.7748,0,2,"Subject_2","2",20.4,2
"222",12,100,8,3,1,1.6703,0,2,"Subject_2","2",300,1
"223",13,100,60,2.5,1,2.6396,0,2,"Subject_2","2",250,1
"224",14,100,1,1.5,1,3.5816,0,2,"Subject_2","2",150,1
"225",15,100,60,13,1,1.4563,1,2,"Subject_2","2",1300,1
"226",16,100,14,4,1,2.8562,0,2,"Subject_2","2",400,1
"227",17,20,14,2.5,1,2.376,0,2,"Subject_2","2",50,2
"228",18,20,30,1.02,0,2.7,0,2,"Subject_2","2",20.4,2
"229",19,20,60,1.05,0,2.465,1,2,"Subject_2","2",21,2
"230",20,100,3,2,1,3.8717,1,2,"Subject_2","2",200,1
"231",21,100,3,5,1,1.6551,0,2,"Subject_2","2",500,1
"232",22,100,14,1.02,1,2.4917,1,2,"Subject_2","2",102,1
"233",23,100,60,1.2,1,1.5844,1,2,"Subject_2","2",120,1
"234",24,100,30,1.01,1,1.7134,0,2,"Subject_2","2",101,1
"235",25,100,3,1.02,0,2.4105,0,2,"Subject_2","2",102,1
"236",26,100,14,1.01,0,1.5058,0,2,"Subject_2","2",101,1
"237",27,20,30,1.1,0,2.5571,1,2,"Subject_2","2",22,2
"238",28,20,3,5,1,1.9632,0,2,"Subject_2","2",100,2
"239",29,20,3,2.5,1,1.8957,1,2,"Subject_2","2",50,2
"240",30,20,5,2,1,2.4477,1,2,"Subject_2","2",40,2
"241",31,100,30,2,1,1.7804,0,2,"Subject_2","2",200,1
"242",32,100,30,3,1,4.4102,0,2,"Subject_2","2",300,1
"243",33,20,1,2.5,1,2.0683,1,2,"Subject_2","2",50,2
"244",34,20,14,1.1,0,2.4921,1,2,"Subject_2","2",22,2
"245",35,100,3,3,1,1.5801,0,2,"Subject_2","2",300,1
"246",36,20,1,4,1,1.8586,1,2,"Subject_2","2",80,2
"247",37,100,1,1.2,1,1.6542,1,2,"Subject_2","2",120,1
"248",38,20,1,3,1,2.1374,1,2,"Subject_2","2",60,2
"249",39,100,1,1.1,0,4.4099,1,2,"Subject_2","2",110,1
"250",40,100,5,5,1,2.085,1,2,"Subject_2","2",500,1
"251",41,20,14,10,1,2.4943,1,2,"Subject_2","2",200,2
"252",42,100,30,1.05,0,2.5566,0,2,"Subject_2","2",105,1
"253",43,20,60,1.01,0,4.8184,1,2,"Subject_2","2",20.2,2
"254",44,20,1,1.2,1,3.428,0,2,"Subject_2","2",24,2
"255",45,20,8,1.05,0,3.0137,1,2,"Subject_2","2",21,2
"256",46,20,5,13,1,1.7901,1,2,"Subject_2","2",260,2
"257",47,100,14,1.5,1,3.0518,1,2,"Subject_2","2",150,1
"258",48,100,5,1.8,1,2.1705,1,2,"Subject_2","2",180,1
"259",49,20,5,1.05,0,1.9945,0,2,"Subject_2","2",21,2
"260",50,100,3,2.5,1,1.4814,0,2,"Subject_2","2",250,1
"261",51,20,60,1.1,0,2.4866,0,2,"Subject_2","2",22,2
"262",52,100,8,7,1,1.0947,0,2,"Subject_2","2",700,1
"263",53,20,30,3,1,1.2333,1,2,"Subject_2","2",60,2
"264",54,100,8,13,1,1.1521,0,2,"Subject_2","2",1300,1
"265",55,100,1,1.05,1,2.1186,1,2,"Subject_2","2",105,1
"266",56,20,30,10,1,1.3533,1,2,"Subject_2","2",200,2
"267",57,100,3,1.05,1,2.262,0,2,"Subject_2","2",105,1
"268",58,100,5,10,1,1.4643,0,2,"Subject_2","2",1000,1
"269",59,100,1,3,1,2.1718,0,2,"Subject_2","2",300,1
"270",60,20,8,13,1,0.9013,1,2,"Subject_2","2",260,2
"271",61,20,60,2,1,0.9955,0,2,"Subject_2","2",40,2
"272",62,100,1,4,1,2.1512,1,2,"Subject_2","2",400,1
"273",63,20,30,1.5,1,2.0747,1,2,"Subject_2","2",30,2
"274",64,100,60,4,1,1.8274,0,2,"Subject_2","2",400,1
"275",65,20,60,1.2,1,1.2658,1,2,"Subject_2","2",24,2
"276",66,100,8,2.5,1,1.1686,1,2,"Subject_2","2",250,1
"277",67,100,14,1.8,1,1.85,1,2,"Subject_2","2",180,1
"278",68,20,1,1.5,1,1.3573,0,2,"Subject_2","2",30,2
"279",69,100,8,4,1,1.2248,0,2,"Subject_2","2",400,1
"280",70,20,30,5,1,3.545,0,2,"Subject_2","2",100,2
"281",71,20,3,1.01,0,2.3147,0,2,"Subject_2","2",20.2,2
"282",72,100,1,2.5,1,2.2363,0,2,"Subject_2","2",250,1
"283",73,100,60,1.02,1,5.2686,0,2,"Subject_2","2",102,1
"284",74,100,1,5,1,1.2643,1,2,"Subject_2","2",500,1
"285",75,100,60,2,1,1.6629,1,2,"Subject_2","2",200,1
"286",76,100,1,1.02,1,2.2673,1,2,"Subject_2","2",102,1
"287",77,100,14,1.2,1,2.1839,1,2,"Subject_2","2",120,1
"288",78,100,14,1.1,1,1.5659,0,2,"Subject_2","2",110,1
"289",79,20,14,5,1,1.7089,0,2,"Subject_2","2",100,2
"290",80,100,14,3,1,1.3565,1,2,"Subject_2","2",300,1
"291",81,100,5,1.1,1,1.3159,0,2,"Subject_2","2",110,1
"292",82,20,60,1.5,1,1.0635,1,2,"Subject_2","2",30,2
"293",83,20,30,7,1,1.0423,0,2,"Subject_2","2",140,2
"294",84,100,8,1.2,1,2.1189,1,2,"Subject_2","2",120,1
"295",85,100,30,1.1,1,1.2032,1,2,"Subject_2","2",110,1
"296",86,100,60,1.1,1,1.4111,0,2,"Subject_2","2",110,1
"297",87,20,60,13,1,0.9361,0,2,"Subject_2","2",260,2
"298",88,100,30,1.8,1,0.7828,1,2,"Subject_2","2",180,1
"299",89,20,3,7,1,0.6258,0,2,"Subject_2","2",140,2
"300",90,100,3,13,1,0.7955,1,2,"Subject_2","2",1300,1
"301",91,100,60,3,1,1.0226,1,2,"Subject_2","2",300,1
"302",92,20,8,2.5,1,1.2189,1,2,"Subject_2","2",50,2
"303",93,100,60,1.5,1,1.4022,1,2,"Subject_2","2",150,1
"304",94,100,30,4,1,1.0112,0,2,"Subject_2","2",400,1
"305",95,20,14,2,0,1.4857,0,2,"Subject_2","2",40,2
"306",96,100,5,1.5,1,0.7208,0,2,"Subject_2","2",150,1
"307",97,100,3,1.8,1,0.9353,0,2,"Subject_2","2",180,1
"308",98,100,5,1.01,0,0.84,1,2,"Subject_2","2",101,1
"309",99,100,60,1.8,1,0.8199,0,2,"Subject_2","2",180,1
"310",100,20,3,1.05,0,1.7015,1,2,"Subject_2","2",21,2
"311",101,20,5,1.5,1,1.1905,0,2,"Subject_2","2",30,2
"312",102,100,1,13,1,0.8299,0,2,"Subject_2","2",1300,1
"313",103,100,14,1.05,1,1.0107,0,2,"Subject_2","2",105,1
"314",104,20,3,1.8,1,1.2647,0,2,"Subject_2","2",36,2
"315",105,100,30,1.5,1,1.1669,1,2,"Subject_2","2",150,1
"316",106,100,14,10,1,1.562,0,2,"Subject_2","2",1000,1
"317",107,100,30,7,1,0.957,1,2,"Subject_2","2",700,1
"318",108,20,5,1.02,0,0.8611,1,2,"Subject_2","2",20.4,2
"319",109,20,30,2,1,0.9397,0,2,"Subject_2","2",40,2
"320",110,100,8,5,1,0.777,0,2,"Subject_2","2",500,1
"321",111,100,30,1.02,1,1.3252,1,2,"Subject_2","2",102,1
"322",112,20,8,1.5,1,1.0055,1,2,"Subject_2","2",30,2
"323",113,20,8,7,1,0.6798,0,2,"Subject_2","2",140,2
"324",114,100,3,1.5,1,0.9752,1,2,"Subject_2","2",150,1
"325",115,100,5,1.05,1,1.282,0,2,"Subject_2","2",105,1
"326",116,100,5,2.5,1,0.9123,0,2,"Subject_2","2",250,1
"327",117,100,3,1.01,1,1.3587,1,2,"Subject_2","2",101,1
"328",118,20,14,1.8,1,1.7217,1,2,"Subject_2","2",36,2
"329",119,20,1,1.1,1,1.1523,0,2,"Subject_2","2",22,2
"330",120,20,14,1.05,1,1.9617,0,2,"Subject_2","2",21,2
"331",121,20,3,1.02,0,2.7062,0,2,"Subject_2","2",20.4,2
"332",122,20,3,1.1,1,2.8997,0,2,"Subject_2","2",22,2
"333",123,100,5,7,1,1.1994,1,2,"Subject_2","2",700,1
"334",124,20,14,3,1,1.2324,0,2,"Subject_2","2",60,2
"335",125,20,1,1.01,1,0.8738,0,2,"Subject_2","2",20.2,2
"336",126,20,60,10,1,1.0936,0,2,"Subject_2","2",200,2
"337",127,100,30,1.2,1,1.5572,1,2,"Subject_2","2",120,1
"338",128,100,5,1.2,1,1.1648,1,2,"Subject_2","2",120,1
"339",129,20,60,4,1,1.2131,1,2,"Subject_2","2",80,2
"340",130,20,8,1.8,1,1.0018,0,2,"Subject_2","2",36,2
"341",131,20,3,13,1,1.197,0,2,"Subject_2","2",260,2
"342",132,100,1,1.01,0,1.4181,0,2,"Subject_2","2",101,1
"343",133,100,8,1.5,1,1.2684,0,2,"Subject_2","2",150,1
"344",134,20,5,7,1,0.9466,1,2,"Subject_2","2",140,2
"345",135,20,1,1.8,1,0.8673,1,2,"Subject_2","2",36,2
"346",136,100,60,5,1,1.0533,0,2,"Subject_2","2",500,1
"347",137,20,30,1.01,0,1.3134,1,2,"Subject_2","2",20.2,2
"348",138,100,8,2,1,1.2761,1,2,"Subject_2","2",200,1
"349",139,20,8,10,1,1.0878,0,2,"Subject_2","2",200,2
"350",140,100,5,1.02,0,1.9984,0,2,"Subject_2","2",102,1
"351",141,20,60,3,1,0.8892,1,2,"Subject_2","2",60,2
"352",142,100,3,10,1,1.1131,0,2,"Subject_2","2",1000,1
"353",143,20,8,4,1,0.8611,0,2,"Subject_2","2",80,2
"354",144,100,1,10,1,0.7136,0,2,"Subject_2","2",1000,1
"355",145,20,5,1.2,1,0.8056,0,2,"Subject_2","2",24,2
"356",146,20,5,2.5,1,1.7742,1,2,"Subject_2","2",50,2
"357",147,100,5,4,1,0.5747,0,2,"Subject_2","2",400,1
"358",148,20,30,1.05,1,1.0512,0,2,"Subject_2","2",21,2
"359",149,100,60,1.01,1,0.9905,1,2,"Subject_2","2",101,1
"360",150,100,60,1.05,1,2.3692,1,2,"Subject_2","2",105,1
"361",151,100,8,10,1,3.3245,0,2,"Subject_2","2",1000,1
"362",152,100,14,13,1,0.6485,1,2,"Subject_2","2",1300,1
"363",153,20,60,1.8,1,0.9533,0,2,"Subject_2","2",36,2
"364",154,20,60,1.02,0,1.3885,0,2,"Subject_2","2",20.4,2
"365",155,100,30,13,1,0.8677,1,2,"Subject_2","2",1300,1
"366",156,100,5,3,1,1.0989,0,2,"Subject_2","2",300,1
"367",157,20,30,4,1,0.705,1,2,"Subject_2","2",80,2
"368",158,20,3,4,1,1.5353,0,2,"Subject_2","2",80,2
"369",159,100,60,10,1,0.8978,1,2,"Subject_2","2",1000,1
"370",160,20,1,10,1,0.8661,0,2,"Subject_2","2",200,2
"371",161,20,8,1.1,1,1.346,0,2,"Subject_2","2",22,2
"372",162,20,8,3,1,1.0615,1,2,"Subject_2","2",60,2
"373",163,100,1,2,1,0.9221,1,2,"Subject_2","2",200,1
"374",164,20,60,7,1,0.9636,1,2,"Subject_2","2",140,2
"375",165,20,3,2,1,1.0115,1,2,"Subject_2","2",40,2
"376",166,100,30,10,1,0.6256,1,2,"Subject_2","2",1000,1
"377",167,100,30,5,1,1.0161,1,2,"Subject_2","2",500,1
"378",168,20,1,7,1,1.0047,0,2,"Subject_2","2",140,2
"379",169,20,1,1.05,1,0.7609,1,2,"Subject_2","2",21,2
"380",170,20,14,4,1,1.4693,0,2,"Subject_2","2",80,2
"381",171,20,30,1.2,1,2.0563,0,2,"Subject_2","2",24,2
"382",172,20,1,13,1,1.4496,1,2,"Subject_2","2",260,2
"383",173,100,8,1.05,1,1.3017,1,2,"Subject_2","2",105,1
"384",174,20,8,1.02,0,2.0061,0,2,"Subject_2","2",20.4,2
"385",175,100,30,2.5,1,1.1655,0,2,"Subject_2","2",250,1
